buyer_id,last_transaction,recency_day,order_freq,gmv,aov,revenue,voucher_used,voucher_val,seller_count,num_of_seller_province,num_of_seller_city,cluster,cluster_name
631a548a7255a77e0e6fc701,2023-03-26,281,1,1114639,1114639.0,8359,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a54917255a77e0e6fc8a9,2023-06-02,213,1,3706000,3706000.0,27795,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a54967255a77e0e6fc9cd,2023-04-25,251,2,3053720,1526860.0,22902,0,0.0,2,1,1,1,Small Order Occasional Buyer
631a54987255a77e0e6fca6a,2023-03-22,285,1,58500,58500.0,438,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a54a27255a77e0e6fccc8,2023-05-12,234,1,23775000,23775000.0,178312,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a54ed5b9755003d26b388,2023-06-13,202,1,7150000,7150000.0,53625,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a54f45b9755003d26b52c,2023-06-17,198,1,260000,260000.0,1950,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a54f45b9755003d26b546,2023-02-16,319,1,15383500,15383500.0,115376,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a54f65b9755003d26b5cd,2023-05-10,236,1,267000,267000.0,2002,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a55067255a77e0e6fe5df,2023-04-25,251,1,19076200,19076200.0,143071,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a55115b9755003d26bc96,2023-04-04,272,1,112000,112000.0,840,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a55175b9755003d26be25,2023-06-22,193,1,150700,150700.0,1130,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a553c8755a8a9895df23c,2023-05-20,226,3,2348100,782700.0,17610,0,0.0,3,2,3,1,Small Order Occasional Buyer
631a553d8755a8a9895df27a,2023-06-08,207,3,29235090,9745030.0,219262,0,0.0,1,1,1,1,Small Order Occasional Buyer
